"index","source_time","interval","price_yuan_per_kwh","load_kw","pv_forecast_kw","load_kwh","pv_forecast_kwh","grid_A_kwh","charge_A_kwh","discharge_A_kwh","curtail_A_kwh","soc_A_kwh","grid_B_kwh","charge_B_kwh","discharge_B_kwh","curtail_B_kwh","soc_B_kwh","diff_grid_B_minus_A_kwh","diff_soc_B_minus_A_kwh"
"16","02:40","02:30-02:40","0.4348","3517.9246","0.0","586.3207666667","0.0","586.3207666667","0.0","0.0","-0.0","10050.0","586.3207666667","0.0","0.0","-0.0","10050.0","0.0","0.0"
"17","02:50","02:40-02:50","0.4335","3518.5518","0.0","586.4253","0.0","586.4253","0.0","0.0","0.0","10050.0","586.4253","0.0","0.0","0.0","10050.0","0.0","0.0"
"18","03:00","02:50-03:00","0.4357","3521.0976","0.0","586.8496","0.0","586.8496","0.0","0.0","-0.0","10050.0","586.8496","0.0","0.0","-0.0","10050.0","0.0","0.0"
"19","03:10","03:00-03:10","0.4374","3526.9261","0.0","587.8210166667","0.0","587.8210166667","0.0","0.0","0.0","10050.0","587.8210166667","0.0","0.0","0.0","10050.0","0.0","0.0"
"20","03:20","03:10-03:20","0.4371","3537.2854","0.0","589.5475666667","0.0","589.5475666667","0.0","0.0","-0.0","10050.0","589.5475666667","0.0","0.0","-0.0","10050.0","0.0","0.0"
"21","03:30","03:20-03:30","0.4356","3544.8808","0.0","590.8134666667","0.0","590.8134666667","0.0","0.0","-0.0","10050.0","590.8134666667","0.0","0.0","-0.0","10050.0","0.0","0.0"
"22","03:40","03:30-03:40","0.4353","3541.2787","0.0","590.2131166667","0.0","590.2131166667","0.0","0.0","-0.0","10050.0","590.2131166667","0.0","0.0","-0.0","10050.0","0.0","0.0"
"23","03:50","03:40-03:50","0.436","3546.3976","0.0","591.0662666667","0.0","591.0662666667","0.0","0.0","0.0","10050.0","591.0662666667","0.0","0.0","0.0","10050.0","0.0","0.0"
"24","04:00","03:50-04:00","0.4378","3560.207","0.0","593.3678333333","0.0","593.3678333333","0.0","0.0","0.0","10050.0","593.3678333333","0.0","0.0","0.0","10050.0","0.0","0.0"
"25","04:10","04:00-04:10","0.4401","3561.9581","0.0","593.6596833333","0.0","593.6596833333","0.0","0.0","0.0","10050.0","593.6596833333","0.0","0.0","0.0","10050.0","0.0","0.0"
"26","04:20","04:10-04:20","0.4389","3556.7183","0.0","592.7863833333","0.0","592.7863833333","0.0","0.0","0.0","10050.0","592.7863833333","0.0","0.0","0.0","10050.0","0.0","0.0"
"27","04:30","04:20-04:30","0.4364","3560.0272","0.0","593.3378666667","0.0","593.3378666667","0.0","0.0","0.0","10050.0","593.3378666667","0.0","0.0","0.0","10050.0","0.0","0.0"
"28","04:40","04:30-04:40","0.4393","3580.654","0.5994","596.7756666667","0.0999","596.6757666667","0.0","0.0","0.0","10050.0","596.6757666667","0.0","0.0","0.0","10050.0","0.0","0.0"
"29","04:50","04:40-04:50","0.4422","3586.916","0.2345","597.8193333333","0.0390833333","597.78025","0.0","0.0","-0.0","10050.0","597.78025","0.0","0.0","-0.0","10050.0","0.0","0.0"
"30","05:00","04:50-05:00","0.4395","3571.2635","0.2885","595.2105833333","0.0480833333","595.1625","0.0","0.0","0.0","10050.0","595.1625","0.0","0.0","0.0","10050.0","0.0","0.0"
"31","05:10","05:00-05:10","0.4333","3562.3171","18.6781","593.7195166667","3.1130166667","590.6065","0.0","0.0","-0.0","10050.0","590.6065","0.0","0.0","-0.0","10050.0","0.0","0.0"
"32","05:20","05:10-05:20","0.4439","3591.3809","54.4698","598.5634833333","9.0783","589.4851833333","0.0","0.0","0.0","10050.0","589.4851833333","0.0","0.0","0.0","10050.0","0.0","0.0"
"33","05:30","05:20-05:30","0.4301","3579.7045","108.9718","596.6174166667","18.1619666667","578.45545","0.0","0.0","-0.0","10050.0","578.45545","0.0","0.0","-0.0","10050.0","0.0","0.0"
"34","05:40","05:30-05:40","0.3713","3486.119","184.1603","581.0198333333","30.6933833333","1383.6597833333","833.3333333333","0.0","-0.0","10800.0","1383.6597833333","833.3333333333","0.0","-0.0","10800.0","0.0","0.0"
"35","05:50","05:40-05:50","0.5708","3823.8994","277.0582","637.3165666667","46.1763666667","591.1402","0.0","0.0","0.0","10800.0","591.1402","0.0","0.0","-0.0","10800.0","-0.0","-0.0"
"36","06:00","05:50-06:00","0.9099","4398.0727","388.5494","733.0121166667","64.7582333333","0.0","0.0","668.2538833333","-0.0","10057.4956851852","0.0","0.0","668.2538833333","-0.0","10057.4956851852","0.0","-0.0"
"37","06:10","06:00-06:10","0.9368","4454.0123","521.2803","742.3353833333","86.88005","0.0","0.0","655.4553333333","0.0","9329.2119814815","0.0","0.0","655.4553333333","0.0","9329.2119814815","0.0","-0.0"
"38","06:20","06:10-06:20","0.8758","4371.7919","672.7677","728.6319833333","112.12795","0.0","0.0","616.5040333333","-0.0","8644.2075","0.0","0.0","616.5040333333","-0.0","8644.2075","0.0","-0.0"
"39","06:30","06:20-06:30","0.8759","4392.953","844.2261","732.1588333333","140.70435","0.0","0.0","591.4544833333","0.0","7987.0358518519","0.0","0.0","591.4544833333","-0.0","7987.0358518519","0.0","0.0"
"40","06:40","06:30-06:40","0.8601","4384.5956","1039.6744","730.7659333333","173.2790666667","0.0","0.0","557.4868666667","-0.0","7367.606","0.0","0.0","557.4868666667","-0.0","7367.606","0.0","0.0"
"41","06:50","06:40-06:50","0.8442","4434.7757","1259.3375","739.1292833333","209.8895833333","0.0","0.0","529.2397","0.0","6779.5618888889","0.0","0.0","529.2397","0.0","6779.5618888889","0.0","0.0"
"42","07:00","06:50-07:00","0.8334","4523.4561","1508.6318","753.90935","251.4386333333","0.0","0.0","502.4707166667","-0.0","6221.2610925926","0.0","0.0","502.4707166667","-0.0","6221.2610925926","0.0","0.0"
"43","07:10","07:00-07:10","0.8092","4524.0721","1791.4107","754.0120166667","298.56845","0.0","0.0","455.4435666667","0.0","5715.2126851852","0.0","0.0","455.4435666667","0.0","5715.2126851852","0.0","0.0"
"44","07:20","07:10-07:20","0.7972","4545.8867","2085.4865","757.6477833333","347.5810833333","0.0","0.0","410.0667","0.0","5259.5830185185","0.0","0.0","410.0667","0.0","5259.5830185185","0.0","0.0"
"45","07:30","07:20-07:30","0.7644","4523.2418","2381.2611","753.8736333333","396.87685","0.0","0.0","356.9967833333","-0.0","4862.9199259259","0.0","0.0","356.9967833333","-0.0","4862.9199259259","0.0","0.0"
"46","07:40","07:30-07:40","0.6899","4383.3566","2683.1752","730.5594333333","447.1958666667","0.0","0.0","283.3635666667","0.0","4548.0715185185","0.0","0.0","283.3635666667","0.0","4548.0715185185","0.0","0.0"
"47","07:50","07:40-07:50","0.86","4910.4599","2986.3552","818.4099833333","497.7258666667","0.0","0.0","320.6841166667","-0.0","4191.7558333333","0.0","0.0","320.6841166667","-0.0","4191.7558333333","0.0","0.0"
"48","08:00","07:50-08:00","1.1617","5799.7327","3289.204","966.6221166667","548.2006666667","0.0","0.0","418.42145","0.0","3726.8431111111","0.0","0.0","418.42145","-0.0","3726.8431111111","0.0","0.0"
"49","08:10","08:00-08:10","1.1683","5884.826","3593.3613","980.8043333333","598.89355","0.0","0.0","381.9107833333","0.0","3302.4977962963","0.0","0.0","381.9107833333","0.0","3302.4977962963","0.0","0.0"
"50","08:20","08:10-08:20","1.0956","5748.0713","3890.7332","958.0118833333","648.4555333333","0.0","0.0","309.55635","0.0","2958.5462962963","0.0","0.0","309.55635","0.0","2958.5462962963","0.0","0.0"
"51","08:30","08:20-08:30","1.0849","5769.0581","4181.3417","961.5096833333","696.8902833333","0.0","0.0","264.6194","-0.0","2664.5247407407","0.0","0.0","264.6194","-0.0","2664.5247407407","0.0","0.0"
"52","08:40","08:30-08:40","1.061","5754.2105","4471.7657","959.0350833333","745.2942833333","0.0","0.0","213.7408","0.0","2427.034962963","0.0","0.0","213.7408","0.0","2427.034962963","0.0","0.0"
"53","08:50","08:40-08:50","1.043","5824.1807","4752.8272","970.6967833333","792.1378666667","0.0","0.0","178.5589166667","0.0","2228.6361666667","0.0","0.0","178.5589166667","0.0","2228.6361666667","0.0","0.0"
"54","09:00","08:50-09:00","1.036","5954.2601","5021.9074","992.3766833333","836.9845666667","0.0","0.0","155.3921166667","0.0","2055.9782592593","0.0","0.0","155.3921166667","0.0","2055.9782592593","0.0","0.0"
"55","09:10","09:00-09:10","1.0147","5958.9696","5285.4126","993.1616","880.9021","0.0","0.0","112.2595","0.0","1931.2454814815","0.0","0.0","112.2595","0.0","1931.2454814815","0.0","0.0"
"56","09:20","09:10-09:20","0.9922","5929.5554","5543.1742","988.2592333333","923.8623666667","0.0","0.0","64.3968666667","-0.0","1859.6934074074","0.0","0.0","64.3968666667","-0.0","1859.6934074074","0.0","0.0"
"57","09:30","09:20-09:30","0.97","5923.7828","5788.4093","987.2971333333","964.7348833333","0.0","0.0","22.56225","0.0","1834.6242407407","0.0","0.0","22.56225","0.0","1834.6242407407","0.0","0.0"
"58","09:40","09:30-09:40","0.9422","5907.586","6012.1304","984.5976666667","1002.0217333333","0.0","17.4240666667","0.0","-0.0","1850.3059007407","0.0","17.4240666667","0.0","-0.0","1850.3059007407","0.0","0.0"
"59","09:50","09:40-09:50","0.9569","5899.1262","6216.1528","983.1877","1036.0254666667","0.0","52.8377666667","0.0","0.0","1897.8598907407","0.0","52.8377666667","0.0","0.0","1897.8598907407","0.0","0.0"
"60","10:00","09:50-10:00","0.9977","5902.2196","6409.5941","983.7032666667","1068.2656833333","0.0","84.5624166667","0.0","0.0","1973.9660657407","0.0","84.5624166667","0.0","0.0","1973.9660657407","0.0","0.0"
"61","10:10","10:00-10:10","0.9919","5897.4793","6599.3808","982.9132166667","1099.8968","0.0","116.9835833333","0.0","-0.0","2079.2512907407","0.0","116.9835833333","0.0","0.0","2079.2512907407","0.0","0.0"
"62","10:20","10:10-10:20","0.9588","5886.7568","6766.7204","981.1261333333","1127.7867333333","0.0","146.6606","0.0","-0.0","2211.2458307407","0.0","146.6606","0.0","-0.0","2211.2458307407","0.0","0.0"
"63","10:30","10:20-10:30","0.9549","5873.4708","6914.5923","978.9118","1152.43205","0.0","173.52025","0.0","0.0","2367.4140557407","0.0","173.52025","0.0","0.0","2367.4140557407","0.0","0.0"
"64","10:40","10:30-10:40","0.9839","5858.0308","7064.2053","976.3384666667","1177.36755","0.0","201.0290833333","0.0","-0.0","2548.3402307407","0.0","201.0290833333","0.0","-0.0","2548.3402307407","0.0","0.0"
"65","10:50","10:40-10:50","0.799","5844.9948","7197.4315","974.1658","1199.5719166667","0.0","225.4061166667","0.0","0.0","2751.2057357407","0.0","225.4061166667","0.0","0.0","2751.2057357407","0.0","0.0"
"66","11:00","10:50-11:00","0.5025","5839.0587","7303.1142","973.17645","1217.1857","0.0","244.00925","0.0","-0.0","2970.8140607407","0.0","244.00925","0.0","0.0","2970.8140607407","0.0","-0.0"
"67","11:10","11:00-11:10","0.4662","5838.7103","7387.6848","973.1183833333","1231.2808","575.1709166667","833.3333333333","0.0","0.0","3720.8140607407","575.1709166667","833.3333333333","0.0","-0.0","3720.8140607407","-0.0","-0.0"
"68","11:20","11:10-11:20","0.5007","5823.4378","7459.227","970.5729666667","1243.2045","0.0","272.6315333333","0.0","0.0","3966.1824407407","0.0","272.6315333333","0.0","0.0","3966.1824407407","0.0","-0.0"
"69","11:30","11:20-11:30","0.4827","5814.7932","7520.7191","969.1322","1253.4531833333","0.0","284.3209833333","0.0","0.0","4222.0713257407","0.0","284.3209833333","0.0","0.0","4222.0713257407","0.0","-0.0"
"70","11:40","11:30-11:40","0.4785","5832.3951","7568.2039","972.06585","1261.3673166667","179.2771713992","468.5786380658","0.0","-0.0","4643.7921","179.2771713992","468.5786380658","0.0","-0.0","4643.7921","0.0","0.0"
"71","11:50","11:40-11:50","0.4662","5712.901","7592.1539","952.1501666667","1265.3589833333","520.1245166667","833.3333333333","0.0","0.0","5393.7921","520.1245166667","833.3333333333","0.0","0.0","5393.7921","0.0","0.0"
"72","12:00","11:50-12:00","0.4432","5519.4607","7601.0433","919.9101166667","1266.84055","486.4029","833.3333333333","0.0","0.0","6143.7921","486.4029","833.3333333333","0.0","0.0","6143.7921","0.0","0.0"
"73","12:10","12:00-12:10","0.4411","5494.7907","7612.316","915.79845","1268.7193333333","480.41245","833.3333333333","0.0","0.0","6893.7921","480.41245","833.3333333333","0.0","0.0","6893.7921","0.0","0.0"
"74","12:20","12:10-12:20","0.4551","5514.4524","7602.6524","919.0754","1267.1087333333","485.3","833.3333333333","0.0","0.0","7643.7921","485.3","833.3333333333","0.0","0.0","7643.7921","0.0","0.0"
"75","12:30","12:20-12:30","0.4463","5485.829","7554.1872","914.3048333333","1259.0312","488.6069666667","833.3333333333","0.0","0.0","8393.7921","488.6069666667","833.3333333333","0.0","0.0","8393.7921","0.0","0.0"
"76","12:40","12:30-12:40","0.4113","5462.3628","7472.7384","910.3938","1245.4564","498.2707333333","833.3333333333","0.0","-0.0","9143.7921","498.2707333333","833.3333333333","0.0","-0.0","9143.7921","0.0","0.0"
"77","12:50","12:40-12:50","0.5682","5566.1066","7393.4172","927.6844333333","1232.2362","0.0","304.5517666667","0.0","0.0","9417.88869","0.0","304.5517666667","0.0","0.0","9417.88869","0.0","0.0"
"78","13:00","12:50-13:00","0.8279","5725.7548","7312.7979","954.2924666667","1218.79965","0.0","264.5071833333","0.0","-0.0","9655.945155","0.0","264.5071833333","0.0","-0.0","9655.945155","0.0","0.0"
"79","13:10","13:00-13:10","0.8636","5739.4957","7194.541","956.5826166667","1199.0901666667","0.0","242.50755","0.0","0.0","9874.20195","0.0","242.50755","0.0","0.0","9874.20195","0.0","0.0"
"80","13:20","13:10-13:20","0.8416","5714.6836","7053.1371","952.4472666667","1175.52285","0.0","223.0755833333","0.0","0.0","10074.969975","0.0","223.0755833333","0.0","0.0","10074.969975","0.0","0.0"
"81","13:30","13:20-13:30","0.8618","5717.8505","6910.4064","952.9750833333","1151.7344","0.0","198.7593166667","0.0","-0.0","10253.85336","0.0","198.7593166667","0.0","-0.0","10253.85336","0.0","0.0"
"82","13:40","13:30-13:40","0.8623","5708.2486","6772.4075","951.3747666667","1128.7345833333","0.0","177.3598166667","0.0","-0.0","10413.477195","0.0","177.3598166667","0.0","-0.0","10413.477195","0.0","0.0"
"83","13:50","13:40-13:50","0.9026","5696.9182","6607.36","949.4863666667","1101.2266666667","0.0","151.7403","0.0","0.0","10550.043465","0.0","151.7403","0.0","0.0","10550.043465","0.0","0.0"
"84","14:00","13:50-14:00","0.9754","5692.2983","6412.5085","948.7163833333","1068.7514166667","0.0","120.0350333333","0.0","-0.0","10658.074995","0.0","120.0350333333","0.0","-0.0","10658.074995","0.0","0.0"
"85","14:10","14:00-14:10","1.0002","5687.1291","6214.0158","947.85485","1035.6693","0.0","87.81445","0.0","0.0","10737.108","0.0","87.81445","0.0","0.0","10737.108","0.0","0.0"
"86","14:20","14:10-14:20","0.9978","5678.962","6000.7112","946.4936666667","1000.1185333333","0.0","53.6248666667","0.0","-0.0","10785.37038","0.0","53.6248666667","0.0","-0.0","10785.37038","0.0","0.0"
"87","14:30","14:20-14:30","1.0271","5669.4508","5766.9816","944.9084666667","961.1636","0.0","16.2551333333","0.0","-0.0","10800.0","0.0","16.2551333333","0.0","-0.0","10800.0","0.0","0.0"
"88","14:40","14:30-14:40","1.0906","5664.1948","5521.5066","944.0324666667","920.2511","0.0","0.0","23.7813666667","-0.0","10773.5762592593","0.0","0.0","23.7813666667","-0.0","10773.5762592593","0.0","0.0"
"89","14:50","14:40-14:50","0.9376","5672.7011","5268.781","945.4501833333","878.1301666667","0.0","0.0","67.3200166667","0.0","10698.7762407407","0.0","0.0","67.3200166667","0.0","10698.7762407407","0.0","0.0"
"90","15:00","14:50-15:00","0.6694","5682.2544","5009.7152","947.0424","834.9525333333","112.0898666667","0.0","0.0","-0.0","10698.7762407407","112.0898666667","0.0","0.0","-0.0","10698.7762407407","0.0","0.0"
"91","15:10","15:00-15:10","0.66","5669.0195","4743.4484","944.8365833333","790.5747333333","266.7326936214","112.4708436214","0.0","0.0","10800.0","266.7326936214","112.4708436214","0.0","-0.0","10800.0","-0.0","-0.0"
"92","15:20","15:10-15:20","0.7217","5656.3651","4471.224","942.7275166667","745.204","197.5235166667","0.0","0.0","-0.0","10800.0","197.5235166667","0.0","0.0","0.0","10800.0","0.0","0.0"
"93","15:30","15:20-15:30","0.7308","5657.0867","4188.2025","942.8477833333","698.03375","244.8140333333","0.0","0.0","0.0","10800.0","244.8140333333","0.0","0.0","0.0","10800.0","0.0","0.0"
"94","15:40","15:30-15:40","0.7534","5662.6008","3889.3931","943.7668","648.2321833333","295.5346166667","0.0","0.0","-0.0","10800.0","295.5346166667","0.0","0.0","0.0","10800.0","0.0","0.0"
"95","15:50","15:40-15:50","0.7823","5669.2596","3594.5946","944.8766","599.0991","345.7775","0.0","0.0","0.0","10800.0","345.7775","0.0","0.0","0.0","10800.0","0.0","0.0"
"96","16:00","15:50-16:00","0.8055","5673.4767","3303.8878","945.57945","550.6479666667","394.9314833333","0.0","0.0","0.0","10800.0","394.9314833333","0.0","0.0","0.0","10800.0","-0.0","0.0"
"97","16:10","16:00-16:10","0.8271","5671.0146","2998.4247","945.1691","499.73745","445.43165","0.0","0.0","0.0","10800.0","445.43165","0.0","0.0","0.0","10800.0","-0.0","0.0"
"98","16:20","16:10-16:20","0.8519","5661.5926","2687.4131","943.5987666667","447.9021833333","495.6965833333","0.0","0.0","-0.0","10800.0","495.6965833333","0.0","0.0","0.0","10800.0","0.0","0.0"
"99","16:30","16:20-16:30","0.8791","5665.8922","2383.1779","944.3153666667","397.1963166667","547.11905","0.0","0.0","-0.0","10800.0","547.11905","0.0","0.0","0.0","10800.0","-0.0","0.0"
"100","16:40","16:30-16:40","0.9024","5689.0372","2089.1246","948.1728666667","348.1874333333","599.9854333333","0.0","0.0","-0.0","10800.0","599.9854333333","0.0","0.0","0.0","10800.0","0.0","0.0"
"101","16:50","16:40-16:50","0.9163","5603.6614","1791.0829","933.9435666667","298.5138166667","635.42975","0.0","0.0","-0.0","10800.0","635.42975","0.0","0.0","0.0","10800.0","0.0","0.0"
"102","17:00","16:50-17:00","0.9264","5466.7124","1501.7283","911.1187333333","250.28805","660.8306833333","0.0","0.0","0.0","10800.0","660.8306833333","0.0","0.0","0.0","10800.0","-0.0","0.0"
"103","17:10","17:00-17:10","0.9462","5467.3939","1255.1723","911.2323166667","209.1953833333","702.0369333333","0.0","0.0","-0.0","10800.0","702.0369333333","0.0","0.0","0.0","10800.0","0.0","0.0"
"104","17:20","17:10-17:20","0.9742","5464.727","1036.3323","910.7878333333","172.72205","738.0657833333","0.0","0.0","0.0","10800.0","738.0657833333","0.0","0.0","0.0","10800.0","-0.0","0.0"
"105","17:30","17:20-17:30","0.9862","5492.4458","836.7775","915.4076333333","139.4629166667","775.9447166667","0.0","0.0","0.0","10800.0","775.9447166667","0.0","0.0","-0.0","10800.0","-0.0","0.0"
"106","17:40","17:30-17:40","0.976","5621.7308","665.2313","936.9551333333","110.8718833333","826.08325","0.0","0.0","-0.0","10800.0","826.08325","0.0","0.0","-0.0","10800.0","0.0","0.0"
"107","17:50","17:40-17:50","1.0742","5091.2126","516.6758","848.5354333333","86.1126333333","762.4228","0.0","0.0","0.0","10800.0","762.4228","0.0","0.0","0.0","10800.0","0.0","0.0"
"108","18:00","17:50-18:00","1.2313","4208.5688","386.6731","701.4281333333","64.4455166667","636.9826166667","0.0","0.0","-0.0","10800.0","636.9826166667","0.0","0.0","-0.0","10800.0","-0.0","-0.0"
"109","18:10","18:00-18:10","1.2561","4122.7611","275.7933","687.12685","45.96555","531.89405","0.0","109.26725","0.0","10678.5919444444","531.89405","0.0","109.26725","-0.0","10678.5919444444","0.0","0.0"
"110","18:20","18:10-18:20","1.2447","4255.9358","182.9526","709.3226333333","30.4921","678.8305333333","0.0","0.0","0.0","10678.5919444444","678.8305333333","0.0","0.0","0.0","10678.5919444444","0.0","0.0"
"111","18:30","18:20-18:30","1.2545","4225.9524","108.3414","704.3254","18.0569","686.2685","0.0","0.0","0.0","10678.5919444444","686.2685","0.0","0.0","0.0","10678.5919444444","0.0","0.0"
"112","18:40","18:30-18:40","1.2522","4233.3384","54.3121","705.5564","9.0520166667","696.5043833333","0.0","0.0","-0.0","10678.5919444444","696.5043833333","0.0","0.0","-0.0","10678.5919444444","-0.0","0.0"
"113","18:50","18:40-18:50","1.2881","4246.4625","18.6569","707.74375","3.1094833333","0.0","0.0","704.6342666667","0.0","9895.6649814815","0.0","0.0","704.6342666667","0.0","9895.6649814815","0.0","0.0"
"114","19:00","18:50-19:00","1.3466","4239.1795","0.2753","706.5299166667","0.0458833333","0.0","0.0","706.4840333333","-0.0","9110.6827222222","0.0","0.0","706.4840333333","-0.0","9110.6827222222","0.0","0.0"
"115","19:10","19:00-19:10","1.3523","4244.6684","0.2296","707.4447333333","0.0382666667","0.0","0.0","707.4064666667","0.0","8324.675537037","0.0","0.0","707.4064666667","-0.0","8324.675537037","0.0","0.0"
"116","19:20","19:10-19:20","1.3445","4251.9187","0.6007","708.6531166667","0.1001166667","0.0","0.0","708.553","0.0","7537.3944259259","0.0","0.0","708.553","0.0","7537.3944259259","0.0","0.0"
"117","19:30","19:20-19:30","1.3483","4256.6813","0.0","709.4468833333","0.0","0.0","0.0","709.4468833333","0.0","6749.1201111111","-0.0","0.0","709.4468833333","-0.0","6749.1201111111","-0.0","0.0"
"118","19:40","19:30-19:40","1.349","4267.3947","0.0","711.23245","0.0","0.0","0.0","711.23245","0.0","5958.8618333333","0.0","0.0","711.23245","0.0","5958.8618333333","0.0","0.0"
"119","19:50","19:40-19:50","1.3473","4269.975","0.0","711.6625","0.0","0.0","0.0","711.6625","0.0","5168.1257222222","-0.0","0.0","711.6625","0.0","5168.1257222222","-0.0","0.0"
"120","20:00","19:50-20:00","1.3482","4268.6702","0.0","711.4450333333","0.0","0.0","0.0","711.4450333333","0.0","4377.6312407407","-0.0","0.0","711.4450333333","-0.0","4377.6312407407","-0.0","0.0"
"121","20:10","20:00-20:10","1.3513","4282.2245","0.0","713.7040833333","0.0","0.0","0.0","713.7040833333","-0.0","3584.6267037037","0.0","0.0","713.7040833333","0.0","3584.6267037037","0.0","0.0"
"122","20:20","20:10-20:20","1.34","4291.7049","0.0","715.28415","0.0","0.0","0.0","715.28415","-0.0","2789.866537037","-0.0","0.0","715.28415","-0.0","2789.866537037","-0.0","0.0"
"123","20:30","20:20-20:30","1.3489","4291.3611","0.0","715.22685","0.0","0.0","0.0","715.22685","0.0","1995.170037037","-0.0","0.0","715.22685","0.0","1995.170037037","-0.0","0.0"
"124","20:40","20:30-20:40","1.3952","4293.9182","0.0","715.6530333333","0.0","0.0","0.0","715.6530333333","-0.0","1200.0","-0.0","0.0","715.6530333333","-0.0","1200.0","-0.0","0.0"
"125","20:50","20:40-20:50","1.2226","4295.2135","0.0","715.8689166667","0.0","715.8689166667","0.0","0.0","0.0","1200.0","715.8689166667","0.0","0.0","0.0","1200.0","0.0","0.0"
"126","21:00","20:50-21:00","0.9332","4302.0307","0.0","717.0051166667","0.0","717.0051166667","0.0","0.0","0.0","1200.0","717.0051166667","0.0","0.0","0.0","1200.0","0.0","0.0"
"127","21:10","21:00-21:10","0.9068","4320.9618","0.0","720.1603","0.0","720.1603","0.0","0.0","-0.0","1200.0","720.1603","0.0","0.0","-0.0","1200.0","0.0","0.0"
"128","21:20","21:10-21:20","0.9371","4302.3292","0.0","717.0548666667","0.0","717.0548666667","0.0","0.0","-0.0","1200.0","717.0548666667","0.0","0.0","-0.0","1200.0","0.0","0.0"
"129","21:30","21:20-21:30","0.9371","4322.6758","0.0","720.4459666667","0.0","720.4459666667","0.0","0.0","0.0","1200.0","720.4459666667","0.0","0.0","0.0","1200.0","0.0","0.0"
"130","21:40","21:30-21:40","0.9871","4428.8083","0.0","738.1347166667","0.0","738.1347166667","0.0","0.0","-0.0","1200.0","738.1347166667","0.0","0.0","-0.0","1200.0","0.0","0.0"
"131","21:50","21:40-21:50","0.7764","4030.1614","0.0","671.6935666667","0.0","671.6935666667","0.0","0.0","0.0","1200.0","671.6935666667","0.0","0.0","0.0","1200.0","0.0","0.0"
"132","22:00","21:50-22:00","0.4209","3362.7419","0.0","560.4569833333","0.0","1393.7903166667","833.3333333333","0.0","0.0","1950.0","1393.7903166667","833.3333333333","0.0","0.0","1950.0","0.0","0.0"
