plan_kwh,emergency_kwh,charge_kwh,discharge_kwh,curtailment_kwh,unused_plan_kwh,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,soc_start_kwh,soc_end_kwh,emergency_intervals,date,method,solver_method,solver_success,solver_status_code,mip_gap,surrogate_objective_yuan,dual_bound_yuan,lp_lower_bound_yuan,lp_initial_conflicts,incremental_rounds,active_binary_count,total_possible_binaries,binary_history,model_build_seconds,model_solve_seconds,model_max_constraint_violation,source_day_count,source_day_max,source_causal,plan_frozen,physical_checks_passed
70781.0561782,8810.48388631,22194.8980568,17823.9551256,1.31250565971e-12,6.36646291241e-12,41949.6891379,41255.7644613,83205.4535992,5321.27378852,5492.28745561,84,2025-02-11,point,INCREMENTAL_LP_CERTIFIED,True,0,0,41949.6891379,0,41949.6891379,0,0,0,144,0,0.000926999999137,0.00366630000099,2.72848410532e-12,0,-1,True,True,True
69713.2748135,9730.93253431,21913.9683849,17783.0322109,1.7816241646e-13,46.5350404762,41277.9678808,44967.7070168,86245.6748976,5492.28745561,5455.93432323,89,2025-02-12,point,INCREMENTAL_LP_CERTIFIED,True,0,0,41277.9678808,0,41277.9678808,0,0,0,144,0,0.000944000001255,0.00393230000009,2.50111042988e-12,0,-1,True,True,True
68906.8196201,7128.86268626,21703.9239818,17428.7123114,126.08925,304.902369283,40792.5383421,32163.8525469,72956.390889,5455.93432323,5624.23000534,81,2025-02-13,point,INCREMENTAL_LP_CERTIFIED,True,0,0,40792.5383421,0,40792.5383421,0,0,0,144,0,0.0011069000011,0.00387159999991,2.6147972676e-12,0,-1,True,True,True
67334.2177312,2.74269496003e-12,11929.6215173,9232.66628571,9967.77955453,24867.6811284,39854.2654035,1.7292741461e-11,39854.2654035,5624.23000534,6102.37127571,0,2025-02-14,point,INCREMENTAL_LP_CERTIFIED,True,0,0,39854.2654035,0,39854.2654035,0,0,0,144,0,0.000979899999948,0.00378069999897,2.38742359215e-12,0,-1,True,True,True
66498.1178341,2.82796008833e-12,11339.2640713,9195.10856667,10658.0030062,24415.8682234,39353.2140897,1.77825612013e-11,39353.2140897,6102.37127571,6090.92164354,0,2025-02-15,point,INCREMENTAL_LP_CERTIFIED,True,0,0,39353.2140897,0,39353.2140897,0,0,0,144,0,0.000949500001298,0.0037371999988,2.6147972676e-12,0,-1,True,True,True
66156.7006527,12057.4237487,17998.3263099,15161.5810084,1.17385430803e-13,5.00222085975e-12,39104.3198973,59389.8272553,98494.1471526,6090.92164354,5443.21420198,98,2025-02-16,point,INCREMENTAL_LP_CERTIFIED,True,0,0,39104.3198973,0,39104.3198973,0,0,0,144,0,0.000946800000747,0.00409469999977,1.81898940355e-12,0,-1,True,True,True
66257.7041986,8637.40514593,20110.0557915,16398.8096136,1.41014072164e-12,6.93489710102e-12,39022.8305652,40852.8348573,79875.6654225,5443.21420198,5321.36484365,82,2025-02-17,point,INCREMENTAL_LP_CERTIFIED,True,0,0,39022.8305652,0,39022.8305652,0,0,0,144,0,0.00089990000015,0.00355110000055,1.5916157281e-12,0,-1,True,True,True
65933.7611976,10059.2537521,19325.2676452,15466.5238217,42.8833428571,3.60955709766e-12,38765.4875925,49318.4742955,88083.961888,5321.36484365,5529.07925585,91,2025-02-18,point,INCREMENTAL_LP_CERTIFIED,True,0,0,38765.4875925,0,38765.4875925,0,0,0,144,0,0.00100569999995,0.0038112000002,2.95585778076e-12,0,-1,True,True,True
65250.7517479,11224.342321,19925.8465529,16415.9304244,5.06705788439e-13,85.8505571429,38317.689974,52813.2837673,91130.9737413,5529.07925585,5222.41845966,93,2025-02-19,point,INCREMENTAL_LP_CERTIFIED,True,0,0,38317.689974,0,38317.689974,0,0,0,144,0,0.00102610000067,0.00407570000061,2.16004991671e-12,0,-1,True,True,True
65242.910127,9810.4309245,19724.6344508,15664.4271326,3.3421321266e-12,4.49063009e-12,38240.712497,47881.0733332,86121.7858302,5222.41845966,5569.67042913,84,2025-02-20,point,INCREMENTAL_LP_CERTIFIED,True,0,0,38240.712497,0,38240.712497,0,0,0,144,0,0.000932599999942,0.00353609999911,3.63797880709e-12,0,-1,True,True,True
64801.7973419,2.68163269368e-12,12003.9016638,9240.91938333,12386.7917988,24091.7612293,38017.8037105,1.67157147013e-11,38017.8037105,5569.67042913,6105.49372286,0,2025-02-21,point,INCREMENTAL_LP_CERTIFIED,True,0,0,38017.8037105,0,38017.8037105,0,0,0,144,0,0.00107409999873,0.00392499999907,2.72848410532e-12,0,-1,True,True,True
63597.6183432,4.86721773996e-12,11551.0105451,9408.7827881,10522.175884,23088.4518189,37367.8599112,3.09260883569e-11,37367.8599112,6105.49372286,6047.20011556,0,2025-02-22,point,INCREMENTAL_LP_CERTIFIED,True,0,0,37367.8599112,0,37367.8599112,0,0,0,144,0,0.00105350000013,0.00408969999989,2.38742359215e-12,0,-1,True,True,True
63457.9952144,10959.1349822,18000.9783096,15115.7017963,1.07830411267e-12,2.92743607133e-12,37232.4159509,54140.3968775,91372.8128284,6047.20011556,5452.85637606,91,2025-02-23,point,INCREMENTAL_LP_CERTIFIED,True,0,0,37232.4159509,0,37232.4159509,0,0,0,144,0,0.00092290000066,0.00386979999894,3.29691829393e-12,0,-1,True,True,True
63564.894377,8447.05497921,20196.0012579,16387.0855184,9.30810983846e-13,2.8990143619e-12,37143.3201884,40546.6624614,77689.9826498,5452.85637606,5421.38470995,82,2025-02-24,point,INCREMENTAL_LP_CERTIFIED,True,0,0,37143.3201884,0,37143.3201884,0,0,0,144,0,0.0011087999992,0.00387459999911,4.32009983342e-12,0,-1,True,True,True
63171.496734,7205.72295498,21094.2816126,17075.7539188,200.626990476,336.741771429,36904.7517498,32825.471199,69730.2229487,5421.38470995,5433.17825148,78,2025-02-25,point,INCREMENTAL_LP_CERTIFIED,True,0,0,36904.7517498,0,36904.7517498,0,0,0,144,0,0.000883800001247,0.00359249999929,2.38742359215e-12,0,-1,True,True,True
62256.5182949,10239.3452963,18984.9094615,15303.8939037,9.85558639907e-13,2.98427949019e-12,36363.3514548,49626.7555042,85990.106959,5433.17825148,5515.27020714,87,2025-02-26,point,INCREMENTAL_LP_CERTIFIED,True,0,0,36363.3514548,0,36363.3514548,0,0,0,144,0,0.000946599999224,0.00378280000041,1.93267624127e-12,0,-1,True,True,True
61584.0370944,9796.72644208,20687.7584167,16546.7121397,3.3812952438e-12,283.133059524,35919.2305435,46851.4438039,82770.6743474,5515.27020714,5749.0170714,84,2025-02-27,point,INCREMENTAL_LP_CERTIFIED,True,0,0,35919.2305435,0,35919.2305435,0,0,0,144,0,0.000914700000067,0.00372050000078,2.6147972676e-12,0,-1,True,True,True
60750.3745168,4.89563944939e-12,12203.2614163,9560.75197143,13479.1015711,21336.1699508,35527.4366321,2.74876903461e-11,35527.4366321,5749.0170714,6108.8946,0,2025-02-28,point,INCREMENTAL_LP_CERTIFIED,True,0,0,35527.4366321,0,35527.4366321,0,0,0,144,0,0.000941500000408,0.00362720000157,2.16004991671e-12,0,-1,True,True,True
60022.8752284,2.97717406283e-12,11656.1794996,9449.28913095,11944.3507119,22212.8682146,35131.3357829,1.68496896435e-11,35131.3357829,6108.8946,6100.2460041,0,2025-03-01,point,INCREMENTAL_LP_CERTIFIED,True,0,0,35131.3357829,0,35131.3357829,0,0,0,144,0,0.000931399999899,0.00384780000059,2.16004991671e-12,0,-1,True,True,True
59431.7304748,15162.0806558,14795.0094391,12592.5964252,3.71105056407e-13,33.09105,34788.3099336,80776.852103,115565.162037,6100.2460041,5423.98069354,95,2025-03-02,point,INCREMENTAL_LP_CERTIFIED,True,0,0,34788.3099336,0,34788.3099336,0,0,0,144,0,0.00116379999963,0.00375929999973,1.81898940355e-12,0,-1,True,True,True
60313.6802065,14888.433913,16867.0812469,13720.3832655,1.09333538317e-12,38.2695047619,35153.9350824,76306.9806339,111460.915716,5423.98069354,5359.48352077,85,2025-03-03,point,INCREMENTAL_LP_CERTIFIED,True,0,0,35153.9350824,0,35153.9350824,0,0,0,144,0,0.00104920000012,0.00405010000031,2.38742359215e-12,0,-1,True,True,True
60944.0194292,11618.3540895,17971.7194554,14608.80387,8.32911322378e-13,1.98951966013e-12,35507.7146823,58865.0651906,94372.7798729,5359.48352077,5302.02673061,87,2025-03-04,point,INCREMENTAL_LP_CERTIFIED,True,0,0,35507.7146823,0,35507.7146823,0,0,0,144,0,0.00104339999962,0.00416000000041,2.84217094304e-12,0,-1,True,True,True
61497.1492889,8439.01941493,19632.3543509,15830.0280208,6.62409363472e-13,3.37035714286,35785.0554478,41925.2800617,77710.3355095,5302.02673061,5382.22562328,85,2025-03-05,point,INCREMENTAL_LP_CERTIFIED,True,0,0,35785.0554478,0,35785.0554478,0,0,0,144,0,0.000968600001215,0.00381359999847,3.06954461848e-12,0,-1,True,True,True
61020.7670049,8861.47772721,19822.4743692,15995.3510633,4.8833547619,109.583938095,35475.5240762,42502.6081887,77978.1322648,5382.22562328,5449.84026304,78,2025-03-06,point,INCREMENTAL_LP_CERTIFIED,True,0,0,35475.5240762,0,35475.5240762,0,0,0,144,0,0.00116600000001,0.00415749999956,1.70530256582e-12,0,-1,True,True,True
60807.6386743,3.56692453352e-12,12056.9039764,9174.92253333,13906.2498569,23097.121841,35262.9465086,1.95732070551e-11,35262.9465086,5449.84026304,6106.69547143,0,2025-03-07,point,INCREMENTAL_LP_CERTIFIED,True,0,0,35262.9465086,0,35262.9465086,0,0,0,144,0,0.000965200000792,0.00521079999999,1.81898940355e-12,0,-1,True,True,True
59749.5978135,2.12629913676e-12,11570.1742374,9360.62040714,15742.2472516,22734.657215,34757.5690797,1.16309637477e-11,34757.5690797,6106.69547143,6119.16294381,0,2025-03-08,point,INCREMENTAL_LP_CERTIFIED,True,0,0,34757.5690797,0,34757.5690797,0,0,0,144,0,0.000897199999599,0.0037728999996,2.50111042988e-12,0,-1,True,True,True
59071.18478,7926.94871705,20010.7668966,16769.5995472,1.9812791002e-12,423.441097619,34293.6751791,36912.8373288,71206.5125079,6119.16294381,5495.96476495,81,2025-03-09,point,INCREMENTAL_LP_CERTIFIED,True,0,0,34293.6751791,0,34293.6751791,0,0,0,144,0,0.000932599999942,0.00427160000072,2.04636307899e-12,0,-1,True,True,True
58449.1921578,12551.2741144,16406.3510458,13447.9562236,1.17515502537e-12,3.06954461848e-12,33831.4765235,64782.3826063,98613.8591298,5495.96476495,5319.50712437,86,2025-03-10,point,INCREMENTAL_LP_CERTIFIED,True,0,0,33831.4765235,0,33831.4765235,0,0,0,144,0,0.000935000000027,0.0042212999997,3.52429196937e-12,0,-1,True,True,True
58064.3407096,9865.83422031,19266.7793761,15384.3444843,101.101302381,7.71993571429,33505.1873957,47289.2489504,80794.4363462,5319.50712437,5565.89246915,79,2025-03-11,point,INCREMENTAL_LP_CERTIFIED,True,0,0,33505.1873957,0,33505.1873957,0,0,0,144,0,0.000969899998381,0.00404829999934,1.5916157281e-12,0,-1,True,True,True
56974.0747226,8866.73344748,19536.2007369,16130.9272501,1.56540069535e-12,3.28270743921e-12,32978.1904346,41476.2271623,74454.4175969,5565.89246915,5225.2206322,75,2025-03-12,point,INCREMENTAL_LP_CERTIFIED,True,0,0,32978.1904346,0,32978.1904346,0,0,0,144,0,0.00113190000047,0.0036100999987,2.04636307899e-12,0,-1,True,True,True
56780.3366501,13861.5766163,15155.6195144,12059.3242647,4.32208956125e-13,2.8990143619e-12,32880.3398687,73368.272026,106248.611895,5225.2206322,5466.02901217,95,2025-03-13,point,INCREMENTAL_LP_CERTIFIED,True,0,0,32880.3398687,0,32880.3398687,0,0,0,144,0,0.000930499998503,0.00364489999993,2.27373675443e-12,0,-1,True,True,True
56715.3544419,2.72848410532e-12,12107.5626598,9253.92752381,17553.8285115,20278.464811,32840.4624473,1.5299150391e-11,32840.4624473,5466.02901217,6080.69371286,0,2025-03-14,point,INCREMENTAL_LP_CERTIFIED,True,0,0,32840.4624473,0,32840.4624473,0,0,0,144,0,0.00096129999838,0.00383080000029,1.36424205266e-12,0,-1,True,True,True
55295.8757755,3.04822833641e-12,11725.7956063,9562.5988381,13533.0895429,18675.4643145,32184.2348066,1.7129437424e-11,32184.2348066,6080.69371286,6008.79993839,0,2025-03-15,point,INCREMENTAL_LP_CERTIFIED,True,0,0,32184.2348066,0,32184.2348066,0,0,0,144,0,0.00107939999907,0.00366439999925,2.6147972676e-12,0,-1,True,True,True
55631.1112556,10383.8959412,17156.8024725,14492.842209,1.16529008665e-12,3.09796632791e-12,32332.9990276,50213.8092971,82546.8083247,6008.79993839,5346.76415365,84,2025-03-16,point,INCREMENTAL_LP_CERTIFIED,True,0,0,32332.9990276,0,32332.9990276,0,0,0,144,0,0.000884600000063,0.0036639000009,2.38742359215e-12,0,-1,True,True,True
56354.4454823,6193.65183021,20287.9325208,16203.4980245,185.637821105,419.893561905,32617.0700441,27994.0083313,60611.0783754,5346.76415365,5602.01672839,69,2025-03-17,point,INCREMENTAL_LP_CERTIFIED,True,0,0,32617.0700441,0,32617.0700441,0,0,0,144,0,0.00125029999981,0.00372979999884,2.6147972676e-12,0,-1,True,True,True
54561.3548028,9758.4773815,17788.9205494,14596.4479913,4.15249518798e-12,1.40125952381,31748.2313378,48194.8267202,79943.0580579,5602.01672839,5393.76967698,83,2025-03-18,point,INCREMENTAL_LP_CERTIFIED,True,0,0,31748.2313378,0,31748.2313378,0,0,0,144,0,0.00104890000148,0.00419929999953,2.04636307899e-12,0,-1,True,True,True
54413.1117637,8926.40736918,19057.5473287,15305.2858269,3.51008111465e-12,121.787180952,31582.0831242,42166.9943856,73749.0775098,5393.76967698,5539.6891319,75,2025-03-19,point,INCREMENTAL_LP_CERTIFIED,True,0,0,31582.0831242,0,31582.0831242,0,0,0,144,0,0.00155129999985,0.00392660000034,2.6147972676e-12,0,-1,True,True,True
53843.1783021,11680.5141907,16833.9187762,13519.1881,3.23098492405e-12,1.44950718095e-12,31229.4098331,57806.2808788,89035.6907119,5539.6891319,5668.89591931,82,2025-03-20,point,INCREMENTAL_LP_CERTIFIED,True,0,0,31229.4098331,0,31229.4098331,0,0,0,144,0,0.00118699999985,0.00515100000121,1.25055521494e-12,0,-1,True,True,True
53004.645361,3.88311605093e-12,12444.5044547,9682.9576881,20625.4309909,17584.2030868,30791.9064067,2.15150475213e-11,30791.9064067,5668.89591931,6110.10805286,0,2025-03-21,point,INCREMENTAL_LP_CERTIFIED,True,0,0,30791.9064067,0,30791.9064067,0,0,0,144,0,0.000955800000156,0.00366399999984,2.6147972676e-12,0,-1,True,True,True
51916.2270233,3.14770431942e-12,11416.2486379,9297.79225714,16991.1935403,16925.3773688,30241.4490947,1.51920325209e-11,30241.4490947,6110.10805286,6053.8515413,0,2025-03-22,point,INCREMENTAL_LP_CERTIFIED,True,0,0,30241.4490947,0,30241.4490947,0,0,0,144,0,0.000965200000792,0.00371889999951,1.70530256582e-12,0,-1,True,True,True
51245.225288,10114.0408275,16518.9775904,13929.4315915,2.10370696557e-12,1.64845914696e-12,29892.7475207,50336.0937916,80228.8413123,6053.8515413,5443.78515989,80,2025-03-23,point,INCREMENTAL_LP_CERTIFIED,True,0,0,29892.7475207,0,29892.7475207,0,0,0,144,0,0.00101949999953,0.00373599999875,2.50111042988e-12,0,-1,True,True,True
51235.2989308,10048.5827763,18060.8515451,14783.7919213,2.74306613665e-12,8.325,29819.4514657,47766.5970902,77586.0485559,5443.78515989,5272.11608238,77,2025-03-24,point,INCREMENTAL_LP_CERTIFIED,True,0,0,29819.4514657,0,29819.4514657,0,0,0,144,0,0.000956199999564,0.00386230000004,1.25055521494e-12,0,-1,True,True,True
51470.5814604,12587.2549043,16057.8846342,12950.1729862,1.44298833407e-12,2.8990143619e-12,29873.2243806,63305.8253578,93179.0497385,5272.11608238,5335.13115741,83,2025-03-25,point,INCREMENTAL_LP_CERTIFIED,True,0,0,29873.2243806,0,29873.2243806,0,0,0,144,0,0.00102659999902,0.00399119999929,2.04636307899e-12,0,-1,True,True,True
51348.3248422,8374.82027543,18866.6052517,15224.3255079,484.814992857,3.49551428572,29828.1722772,39349.2537049,69177.4259822,5335.13115741,5399.15865291,72,2025-03-26,point,INCREMENTAL_LP_CERTIFIED,True,0,0,29828.1722772,0,29828.1722772,0,0,0,144,0,0.000987399998849,0.00390220000008,1.13686837722e-12,0,-1,True,True,True
50694.9391612,11288.5356295,16478.4123708,13211.92698,2.30548913294e-12,1.47792889038e-12,29519.0427648,56046.9751606,85566.0179254,5399.15865291,5549.81091992,81,2025-03-27,point,INCREMENTAL_LP_CERTIFIED,True,0,0,29519.0427648,0,29519.0427648,0,0,0,144,0,0.000926100001379,0.00387239999873,2.6147972676e-12,0,-1,True,True,True
50005.9527848,4.07851530326e-12,12104.0766883,9318.26951429,20401.3531988,15996.9116453,29161.533879,2.1390306415e-11,29161.533879,5549.81091992,6089.84714571,0,2025-03-28,point,INCREMENTAL_LP_CERTIFIED,True,0,0,29161.533879,0,29161.533879,0,0,0,144,0,0.00104960000135,0.00391610000042,2.6147972676e-12,0,-1,True,True,True
49249.1723965,3.9221959014e-12,11121.6971511,9015.20371429,24110.3797889,15325.0899875,28794.1307399,2.22325056143e-11,28794.1307399,6089.84714571,6082.48156579,0,2025-03-29,point,INCREMENTAL_LP_CERTIFIED,True,0,0,28794.1307399,0,28794.1307399,0,0,0,144,0,0.00116420000086,0.00451070000054,3.41060513165e-12,0,-1,True,True,True
48229.8869766,9651.05604233,16270.3943932,13766.5043577,31.4332833333,1.25055521494e-12,28340.4848542,47124.1658309,75464.6506851,6082.48156579,5429.72056675,82,2025-03-30,point,INCREMENTAL_LP_CERTIFIED,True,0,0,28340.4848542,0,28340.4848542,0,0,0,144,0,0.000907699999516,0.00374490000104,2.72848410532e-12,0,-1,True,True,True
48786.7180736,11381.1722019,14401.5749855,11500.3950481,315.320854762,2.33058017329e-12,28535.5803786,59044.4421064,87580.022485,5429.72056675,5612.92133365,77,2025-03-31,point,INCREMENTAL_LP_CERTIFIED,True,0,0,28535.5803786,0,28535.5803786,0,0,0,144,0,0.000912999999855,0.00353309999991,3.41060513165e-12,0,-1,True,True,True
48227.2621697,14126.644885,11713.0178863,9567.96234838,1.32871665059e-12,7.95807864051e-13,28283.7998661,75120.9851618,103404.785028,5612.92133365,5523.56815537,86,2025-04-01,point,INCREMENTAL_LP_CERTIFIED,True,0,0,28283.7998661,0,28283.7998661,0,0,0,144,0,0.000960599998507,0.00404639999942,2.72848410532e-12,0,-1,True,True,True
48005.3357129,14689.5639411,12201.3180105,9941.75375648,3.28144306974e-12,2.38742359215e-12,28169.3891692,78309.951286,106479.340455,5523.56815537,5458.36130206,86,2025-04-02,point,INCREMENTAL_LP_CERTIFIED,True,0,0,28169.3891692,0,28169.3891692,0,0,0,144,0,0.00101160000122,0.00365200000124,2.50111042988e-12,0,-1,True,True,True
48543.9506425,10571.4417294,17011.9267616,13760.0646563,2.37041834186e-12,2.67164068646e-12,28353.6158987,50403.0758509,78756.6917496,5458.36130206,5480.1346582,81,2025-04-03,point,INCREMENTAL_LP_CERTIFIED,True,0,0,28353.6158987,0,28353.6158987,0,0,0,144,0,0.000992799999949,0.00381930000003,2.50111042988e-12,0,-1,True,True,True
48111.9740638,3.43902684108e-12,11570.032415,8797.83580952,23057.2919255,15851.6832828,28132.0683626,2.14698445689e-11,28132.0683626,5480.1346582,6117.79071,0,2025-04-04,point,INCREMENTAL_LP_CERTIFIED,True,0,0,28132.0683626,0,28132.0683626,0,0,0,144,0,0.00104680000004,0.00370649999968,2.04636307899e-12,0,-1,True,True,True
46902.9780883,3.68061137124e-12,10515.4870806,8559.57117619,18028.4536126,14874.493588,27574.298986,2.23333742611e-11,27574.298986,6117.79071,6071.0944423,0,2025-04-05,point,INCREMENTAL_LP_CERTIFIED,True,0,0,27574.298986,0,27574.298986,0,0,0,144,0,0.00193670000044,0.00349199999982,2.50111042988e-12,0,-1,True,True,True
47395.77178,9559.88861919,16142.94323,13597.3590975,3.41593420217e-12,2.27373675443e-12,27765.9309378,45653.14097,73419.0719078,6071.0944423,5491.56657434,79,2025-04-06,point,INCREMENTAL_LP_CERTIFIED,True,0,0,27765.9309378,0,27765.9309378,0,0,0,144,0,0.00109979999979,0.00372190000053,2.84217094304e-12,0,-1,True,True,True
47897.1522396,8890.59527002,15862.9120277,13030.7465943,712.862792857,5.11590769747e-13,27970.4399696,43476.1974911,71446.6374607,5491.56657434,5289.58007233,79,2025-04-07,point,INCREMENTAL_LP_CERTIFIED,True,0,0,27970.4399696,0,27970.4399696,0,0,0,144,0,0.000946100000874,0.00378939999973,5.91171556152e-12,0,-1,True,True,True
47584.0888435,10019.3842821,17269.7180221,14019.4385132,3.32178728968e-12,9.66338120634e-13,27755.6591341,47753.8231649,75509.482299,5289.58007233,5255.1723887,79,2025-04-08,point,INCREMENTAL_LP_CERTIFIED,True,0,0,27755.6591341,0,27755.6591341,0,0,0,144,0,0.000988900001175,0.00367249999908,2.72848410532e-12,0,-1,True,True,True
47659.3603705,13976.6286057,12391.7717776,9991.43303479,101.339216667,1.70530256582e-12,27766.8865599,73430.6065688,101197.493129,5255.1723887,5306.1747277,87,2025-04-09,point,INCREMENTAL_LP_CERTIFIED,True,0,0,27766.8865599,0,27766.8865599,0,0,0,144,0,0.00103280000076,0.00387970000156,2.6147972676e-12,0,-1,True,True,True
47488.7134592,10536.3313361,16669.7078449,13127.8780329,22.5770833333,1.70530256582e-12,27707.3565329,50649.786599,78357.1431319,5306.1747277,5722.38064045,84,2025-04-10,point,INCREMENTAL_LP_CERTIFIED,True,0,0,27707.3565329,0,27707.3565329,0,0,0,144,0,0.000992499999484,0.00388019999991,2.04636307899e-12,0,-1,True,True,True
46797.9273135,2.87059265247e-12,10928.8026757,8511.63329762,23808.6681307,15255.4396381,27407.3704709,1.76151218056e-11,27407.3704709,5722.38064045,6100.93271786,0,2025-04-11,point,INCREMENTAL_LP_CERTIFIED,True,0,0,27407.3704709,0,27407.3704709,0,0,0,144,0,0.000933299999815,0.00359729999946,2.6147972676e-12,0,-1,True,True,True
46218.6444472,4.4408920985e-12,9836.52511026,7990.36897143,19987.7777712,15359.5499872,27132.977149,2.49248586215e-11,27132.977149,6100.93271786,6075.61757106,0,2025-04-12,point,INCREMENTAL_LP_CERTIFIED,True,0,0,27132.977149,0,27132.977149,0,0,0,144,0,0.0010115999994,0.00377689999914,2.38742359215e-12,0,-1,True,True,True
45803.4972046,10730.6539052,13959.3256427,11741.6246829,40.0916666667,6.25277607469e-13,26887.5020506,54388.7793529,81276.2814035,6075.61757106,5592.76100183,84,2025-04-13,point,INCREMENTAL_LP_CERTIFIED,True,0,0,26887.5020506,0,26887.5020506,0,0,0,144,0,0.00085670000044,0.0034502999988,1.47792889038e-12,0,-1,True,True,True
46181.9256246,9386.63080164,14986.2860246,12215.7453484,269.98395,5.68434188608e-13,27037.461555,46344.0828074,73381.5443624,5592.76100183,5507.36803693,81,2025-04-14,point,INCREMENTAL_LP_CERTIFIED,True,0,0,27037.461555,0,27037.461555,0,0,0,144,0,0.00096239999948,0.0039369999995,1.81898940355e-12,0,-1,True,True,True
46163.8958101,8636.17391155,15591.3667887,12552.3696575,1621.64375714,1.08002495836e-12,26990.5524821,42554.3490567,69544.9015389,5507.36803693,5592.52074955,77,2025-04-15,point,INCREMENTAL_LP_CERTIFIED,True,0,0,26990.5524821,0,26990.5524821,0,0,0,144,0,0.00102340000012,0.00376310000138,2.16004991671e-12,0,-1,True,True,True
